'bout	baʊt
domecq	ˌdoʊˈmɛk
domed	doʊmd
domeier	ˈdɑ.maɪ.ɚ
domek	ˈdoʊ.mɛk
domenech	ˈdɑ.mɪ.nɪk
domenici	dəˈmɛn.ə.tʃi|doʊˈmɪn.i.tʃi|doʊˈmɛn.i.tʃi
domenici's	dəˈmɛn.ə.tʃiz|doʊˈmɪn.i.tʃiz|doʊˈmɛn.i.tʃiz
domenick	ˈdɑ.mɪ.nɪk
domenico	doʊˈmeɪ.ni.koʊ
domeniconi	doʊˌmɛ.nɪˈkoʊ.ni
domer	ˈdoʊ.mɚ
domes	doʊmz
domestic	dəˈmɛs.tɪk
domestically	dəˈmɛs.tɪ.kli
domesticate	dəˈmɛs.təˌkeɪt
domesticated	dəˈmɛs.təˌkeɪ.təd
domesticates	dəˈmɛs.təˌkeɪts
domesticating	dəˈmɛs.təˌkeɪ.tɪŋ
domestication	dəˌmɛ.stəˈkeɪ.ʃən
domesticity	ˌdoʊˌmɛˈstɪs.ə.ti
domestics	dəˈmɛs.tɪks
domical	ˈdɑ.mə.kəl
domico	ˈdoʊ.mə.koʊ
domin	ˈdoʊ.mɪn
domina	doʊˈmi.nə
dominance	ˈdɑ.mə.nəns
dominant	ˈdɑ.mə.nənt
dominate	ˈdɑ.məˌneɪt
dominated	ˈdɑ.məˌneɪ.təd
dominates	ˈdɑ.məˌneɪts
dominating	ˈdɑ.məˌneɪ.tɪŋ
domination	ˌdɑ.məˈneɪ.ʃən
domine	doʊˈmi.ni
dominee	ˈdoʊ.mɪˌneɪ
domineer	ˌdɑ.məˈnɪɹ
domineering	ˌdɑ.məˈnɪɹ.ɪŋ
dominelli	ˌdoʊ.mɪˈnɛl.i|ˌdɑ.mɪˈnɛl.i
dominelli's	ˌdoʊ.mɪˈnɛl.iz|ˌdɑ.mɪˈnɛl.iz
dominey	ˈdɑ.mɪ.ni
domingo	doʊˈmɪŋ.ɡoʊ|dəˈmɪŋ.ɡoʊ
domingos	dəˈmɪŋ.ɡoʊz
domingue	ˈdoʊ.mɪŋ
domingues	doʊˈmin.ɡɛs
dominguez	dəˈmɪŋ.ɪz
domini	ˈdɑ.mɪ.ni
dominiak	dəˈmɪn.i.æk
dominic	ˈdɑ.mə.nɪk
dominic's	ˈdɑ.mə.nɪks
dominica	dəˈmɪn.ɪ.kə
dominican	dəˈmɪn.ə.kən
dominicana	doʊˌmɪ.nɪˈkɑ.nə|doʊˌmɪ.nɪˈkæn.ə
dominicans	doʊˈmɪn.ɪ.kənz
dominici	doʊ.miˈni.tʃi
dominick	ˈdɑ.mə.nɪk
dominik	dəˈmɪn.ɪk
dominion	dəˈmɪn.jən
dominion's	dəˈmɪn.jənz
dominions	dəˈmɪn.jənz
dominique	dɔ.mɪˈnik
domino	ˈdɑ.məˌnoʊ|ˈdɑ.mɪˌnoʊ
domino's	ˈdɑ.mɪˌnoʊz
dominoes	ˈdɑ.məˌnoʊz
dominos	ˈdɑ.mɪˌnoʊz
dominquez	doʊˈmin.kwɛz
dominski	dəˈmɪn.ski
dominus	doʊˈmi.nəs
dominy	dəˈmaɪ.ni
domke	dɑmk
dommer	ˈdɑ.mɚ
dommie	ˈdɑ.mi
domoling	ˈdɑ.mɔ.lɪŋ
domtar	ˈdɑm.tɚ
domtar's	ˈdɑm.tɚz
domzalski	dəmˈzɑl.ski
don	dɑn
don's	dɑnz
don't	doʊnt|doʊn
don'ts	doʊnts|doʊns
dona	ˈdoʊ.nə
donadio	doʊˈnɑ.di.oʊ
donaghey	ˈdɑ.nə.ɡi
donaghue	ˈdɑ.nə.hu
donaghy	ˈdɑ.nə.ɡi
donahey	ˈdɑ.nə.hi
donaho	doʊˈnɑ.hoʊ
donahoe	ˈdɑ.nəˌhoʊ
donahoo	ˈdɑ.nəˌhu
donahue	ˈdɑ.nəˌhju|ˈdɑ.nəˌju
donais	dəˈneɪ
donald	ˈdɑ.nəld
donald's	ˈdɑ.nəldz
donalda	doʊˈnɑl.də
donaldo	doʊˈnɑl.doʊ
donaldo's	doʊˈnɑl.doʊz
donaldson	ˈdɑ.nəld.sən
donaldson's	ˈdɑ.nəld.sənz
donaldsons	ˈdɑ.nəld.sənz
donalson	ˈdɑ.nəl.sən
donapria	dəˈnæp.ɹi.ə
donar	ˈdɑ.nɚ
donat	ˈdoʊ.nət
donata	dəˈnɑ.tə
donate	ˈdoʊˌneɪt
donated	ˈdoʊˌneɪ.tɪd
donatelli	doʊ.nɑˈtɛl.i
donates	ˈdoʊˌneɪts
donath	ˈdɑ.nəθ
donathan	ˈdɑ.nə.θən
donati	doʊˈnɑ.ti
donating	ˈdoʊˌneɪ.tɪŋ
donation	doʊˈneɪ.ʃən
donations	doʊˈneɪ.ʃənz
donatists	ˈdɑ.nə.tɪsts
donato	dəˈnɑ.toʊ
donavan	ˈdɑ.nəˌvæn
donaway	ˈdɑ.nəˌweɪ
donde	dɑnd
donder	ˈdɑn.dɚ
dondero	doʊnˈdɛɹ.oʊ
dondlinger	ˈdɑn.də.lɪŋ.ɚ|ˈdɑnd.lɪŋ.ɚ
done	dʌn
donegan	ˈdɑ.nɪ.ɡæn
donehoo	doʊˈneɪ.hu
donelan	ˈdɑ.nɪ.læn
donella	doʊˈnɛl.ə
donelson	ˈdɑ.nɪl.sən
doner	ˈdɔ.nɚ
dones	dʌnz
doney	ˈdɑ.ni
dong	dɔŋ|dɔŋɡ
dongen	ˈdɔŋ.ɡən
dongmei	ˈdoʊŋˈmaɪ
donham	ˈdɑn.həm
donia	ˈdoʊ.ni.ə
donica	ˈdɑ.nɪ.kə
donigan	ˈdɑ.nɪ.ɡən
doniger	ˈdɑ.nɪ.ɡɚ
donilon	ˈdɑ.nə.lɑn
donis	ˈdoʊ.nɪs
donizetti	ˌdɑ.nəˈzɛt.i
donizetti's	ˌdɑ.nɪˈzɛt.iz
donkey	ˈdɑŋ.ki|ˈdɔŋ.ki
donkeys	ˈdɑŋ.kiz
donlan	ˈdɑn.lən
donley	ˈdɑn.li
donlin	ˈdɑn.lɪn
donlon	ˈdɑn.lən
donmoyer	ˈdɑnˌmɔɪ.ɚ
donn	dɑn
donna	ˈdɑ.nə
donna's	ˈdɑ.nəz
donnan	ˈdɑ.nən
donnas	ˈdɑ.nəz
donnay	ˈdɑ.neɪ
donne	dʌn
donned	dɑnd
donnell	ˈdɑ.nɪl
donnellan	ˈdɑ.nɪ.læn
donnelley	ˈdɑ.nə.li|ˈdɑ.nɛ.li
donnelley's	ˈdɑ.nə.liz|ˈdɑ.nɛ.liz
donnelly	ˈdɑ.nə.li|ˈdɑ.nɛ.li
donnelly's	ˈdɑ.nə.liz|ˈdɑ.nɛ.liz
donner	ˈdɑ.nɚ
donnie	ˈdɑ.ni
donning	ˈdɑ.nɪŋ
donny	ˈdɑ.ni
donnybrook	ˈdɑ.niˌbɹʊk
donofrio	doʊˈnoʊ.fɹi.oʊ
donoghue	ˈdɑ.nə.hju|ˈdɑ.nə.ju
donoghue's	ˈdɑ.nə.hjuz|ˈdɑ.nə.juz
donoho	ˈdɑ.nə.hoʊ
donohoe	ˈdɑ.nə.hoʊ
donohoo	ˈdɑ.nəˌhu
donohue	ˈdɑ.nəˌhju|ˈdɑ.nə.ju
donohue's	ˈdɑ.nəˌhjuz|ˈdɑ.nəˌjuz
donor	ˈdoʊ.nɚ
donor's	ˈdoʊ.nɚz
donors	ˈdoʊ.nɚz
donors'	ˈdoʊ.nɚz
donovan	ˈdɑ.nə.vən
donovan's	ˈdɑ.nə.vənz
dons	dɑnz
donsbach	ˈdɑnzˌbɑk
donut	ˈdoʊˌnʌt
donuts	ˈdoʊˌnʌts
donuts'	ˈdoʊˌnʌts
donvan	ˈdɑn.vən
donvan's	ˈdɑn.vənz
donze	dɑnz
doo	du
doodad	ˈduˌdæd
doodads	ˈduˌdædz
doodle	ˈdu.dəl
doodles	ˈdu.dəlz
doody	ˈdu.di
doogie	ˈdu.ɡi
doolan	ˈdu.lən
doolen	ˈdʒu.lən
dooley	ˈdu.li
doolin	ˈdu.lɪn
dooling	ˈdu.lɪŋ
doolittle	ˈduˌlɪ.təl
doom	dum
doomed	dumd
dooming	ˈdu.mɪŋ
dooms	dumz
doomsayer	ˌdumˈseɪ.ɚ
doomsayers	ˌdumˈseɪ.ɚz
doomsaying	ˌdumˈseɪ.ɪŋ
doomsday	ˈdumzˌdeɪ
doonan	ˈdu.nən
dooner	ˈdu.nɚ
doonesbury	ˈdunzˌbɛ.ɹi
door	dɔɹ
door's	dɔɹz
doorbell	ˈdɔɹˌbɛl
doordarshan	ˌduɹˈdɑɹ.ʃən
doorenbos	ˈdʊɹ.ɛnˈboʊs
doorkeeper	ˈdɔɹˌki.pɚ
doorknob	ˈduɹ.nɑb
doorknobs	ˈduɹ.nɑbz
doorman	ˈdɔɹˌmæn
doormat	ˈdɔɹˌmæt
doormats	ˈdɔɹˌmæts
doorn	dɔɹn
doornail	ˈdɔɹˌneɪl
doornbos	ˈdɔɹn.boʊz
doors	dɔɹz
doorsill	ˈdɔɹ.sɪl
doorstep	ˈdɔɹˌstɛp
doorsteps	ˈdɔɹˌstɛps
doorway	ˈdɔɹˌweɪ
doorways	ˈdɔɹˌweɪz
doose	dus
doozy	ˈdu.zi
dopa	ˈdoʊ.pə
dopamine	ˈdɑ.pəˌmaɪn
dope	doʊp
doped	doʊpt
dopey	ˈdoʊ.pi
dopp	dɑp
doppler	ˈdɑ.plɚ
dopplerganger	ˈdɔ.pəlˌɡæn.ɡɚ
dopson	ˈdɑp.sən
dora	ˈdɔ.ɹə
dorado	dɔˈɹɑ.doʊ
dorais	dɚˈeɪ
doral	dɔˈɹæl
doralin	dɔ.ɹɑˈlin
doralynne	ˈdɔ.ɹə.laɪn
doran	dɔˈɹæn
doraville	ˈdɔ.ɹə.vɪl
dorazio	dɔˈɹɑ.zi.oʊ|dɔˈɹeɪ.zi.oʊ
dorcas	ˈdɔɹ.kəs
dorch	dɔɹk
dorchester	ˈdɔɹˌtʃɛ.stɚ
dordies	ˈdɔɹ.diz
dore	dɔɹ
dorea	ˈdɔ.ɹi.ə
doreen	dɔˈɹin
dorelia	dɔˈɹɛl.i.ə
doremus	ˈdɔ.ɹɪ.mɪs
doren	ˈdɔ.ɹən
dorena	ˈdɔ.ɹɪ.nə
dorene	ˈdɔ.ɹin
dorer	ˈdɔ.ɹɚ
dorette	dɚˈɛt
doretti	dɔˈɹɛt.i
dorey	ˈdɔ.ɹi
dorf	dɔɹf
dorff	dɔɹf
dorfman	ˈdɔɹf.mən
dorgan	ˈdɔɹ.ɡən
dorgan's	ˈdɔɹ.ɡənz
dori	ˈdɔ.ɹi
doria	ˈdɔ.ɹi.ə
dorian	ˈdɔ.ɹi.ən
dorians	ˈdɔ.ɹi.ənz
doric	ˈdɔ.ɹɪk
dorice	ˈdɔ.ɹɪs
dorie	ˈdɔ.ɹi
dorin	ˈdɔ.ɹɪn
dorinda	dɔˈɹin.də
dorine	dɔˈɹi.ni
doring	ˈdɔ.ɹɪŋ
dorio	ˈdɔ.ɹi.oʊ
dorion	dɔ.ɹiˈɔn
doris	ˈdɔ.ɹəs|ˈdɔ.ɹɪs|ˈdɑ.ɹəs|ˈdɑ.ɹɪs
dorise	ˈdɔ.ɹaɪz
doritos	ˌdɔˈɹi.toʊz
dority	ˈdɔ.ɹɪ.ti
dorko	ˈdɔɹ.koʊ
dorland	ˈdɔɹ.lənd
dorm	dɔɹm
dorman	ˈdɔɹ.mən
dormancy	ˈdɔɹ.mən.si
dormant	ˈdɔɹ.mənt
dormer	ˈdɔɹ.mɚ
dorminey	ˈdɔɹ.mɪ.ni
dormitories	ˈdɔɹ.məˌtɔ.ɹiz
dormitory	ˈdɔɹ.məˌtɔ.ɹi
dormouse	ˈdɔɹˌmaʊs
dorms	dɔɹmz
dorn	dɔɹn
dornak	ˈdɔɹ.nək
dornam	ˈdɔɹ.nəm
dornan	ˈdɔɹ.nɪn
dornan's	ˈdɔɹ.nɪnz
dornbusch	ˈdɔɹn.bʊʃ
dornbush	ˈdɔɹn.bʊʃ
dorner	ˈdɔɹ.nɚ
dorney	ˈdɔɹ.ni
dornfeld	ˈdɔɹn.fɛld
dornhens	ˈdɔɹn.hɛnz
dornier	ˌdɔɹˈnɪɹ
dornin	ˈdɔ.nɪn
doro	ˈdɔ.ɹoʊ
doron	ˈdɔ.ɹən
dorotea	ˈdɔ.ɹə.ʃə|ˈdɔ.ɹə.teɪ.ə
dorothea	ˌdɔ.ɹəˈθi.ə
dorothy	ˈdɔ.ɹə.θi|ˈdɔɹ.θi
dorothy's	ˈdɔ.ɹə.θiz|ˈdɔɹ.θiz
dorough	ˈdɔ.ɹaʊ
dorow	ˈdɔ.ɹoʊ
dorr	dɔɹ
dorrance	ˈdɔ.ɹəns
dorrell	dɔˈɹeɪl
dorrie	ˈdɔ.ɹi
dorries	ˈdɔ.ɹiz
dorris	ˈdɔ.ɹɪs
dorroh	ˈdɔ.ɹoʊ
dorrough	ˈdɔ.ɹaʊ
dorsa	ˈdɔɹ.sə
dorsal	ˈdɔɹ.səl
dorsally	ˈdɔɹ.sə.li
dorsch	dɔɹʃ
dorset	ˈdɔɹ.sɪt
dorsett	ˈdɔɹ.sɪt
dorsey	ˈdɔɹ.si
dorsi	ˈdɔɹ.si
dorst	dɔɹst
dort	dɔɹt
dorta	ˈdɔɹ.tə
dortch	dɔɹtʃ
dorthea	ˈdɔɹ.ði.ə
dorthy	ˈdɔɹ.θi
dortmund	ˈdɔɹt.mənd
dorton	ˈdɔɹ.tən
dorval	ˈdɔɹ.vəl
dorward	ˈdɔɹ.wɚd
dorwart	ˈdɔɹ.wɔɹt
dory	ˈdɔ.ɹi
dos	dɔs|doʊs
dosage	ˈdoʊ.sədʒ|ˈdoʊ.sɪdʒ
dosages	ˈdoʊ.sɪ.dʒɪz
dosch	dɔʃ
doscher	ˈdɔ.ʃɚ
dose	doʊs
doser	ˈdoʊ.sɚ
doses	ˈdoʊ.səz|ˈdoʊ.sɪz
dosh	dɑʃ
dosher	ˈdɑ.ʃɚ
doshi	ˈdoʊ.ʃi
doshier	ˈdɑ.ʃi.ɚ
dosia	ˈdoʊ.si.ə
dosie	ˈdɑ.si
dosier	ˈdoʊ.si.ɚ
dosimeters	doʊˈsɪm.ə.tɚz
dosing	ˈdoʊ.sɪŋ
doskocil	ˈdɔ.skə.sɪl
dospasos	doʊˈspæs.oʊs
dospasos'	doʊˈspæs.oʊs
doss	dɔs
dossantos	doʊˈsɑn.toʊz
dossett	ˈdɑ.sɪt
dossey	ˈdɑ.si
dossier	ˌdɔˈsjeɪ|ˌdɔ.siˈeɪ
dossiers	ˌdɔˈsjeɪz|ˌdɔ.siˈeɪz
dost	dɑst
dostal	ˈdɑ.stəl
doster	ˈdɑ.stɚ
dostie	ˈdɑ.sti
dostoevski	ˌdɔˈstoʊv.ski
dostoevsky	ˌdɔˈstoʊv.ski|dɔ.stɔɪˈɛv.ski|dɔ.stɔɪˈɛf.ski
doswell	ˈdɑ.swɛl
dot	dɑt
dotan	ˈdoʊ.tən
dote	doʊt
doten	ˈdoʊ.tən
doth	dɔθ
dothan	ˈdɑ.θən
doting	ˈdoʊ.tɪŋ
doto	ˈdoʊ.toʊ
dots	dɑts
dotson	ˈdɑt.sən
dott	dɑt
dottavio	doʊˈtɑ.vi.oʊ
dotted	ˈdɑ.təd|ˈdɑ.tɪd
dotter	ˈdɑ.tɚ
dotterer	ˈdɑ.tɚ.ɚ
dottie	ˈdɑ.ti
dotting	ˈdɑ.tɪŋ
dotts	dɑts
dotty	ˈdɑ.ti
doty	ˈdoʊ.ti
dotzler	ˈdɑt.slɚ
doub	daʊb
doubek	ˈdaʊ.bɪk
doubet	ˈdaʊ.bɪt
double	ˈdʌb.əl
double-check	ˈdʌb.əlˌtʃɛk
double-entendre	ˈdʌb.ə.lɑnˈtɑn.dɹə
doubled	ˈdʌb.əld
doubleday	ˈdʌb.əlˌdeɪ
doubledecker	ˌdʌ.bəlˈdɛk.ɚ
doubles	ˈdʌb.əlz
doublespeak	ˈdʌb.əlˌspik
doublethink	ˈdʌb.əlˌθɪŋk
doubletree	ˈdʌb.əlˌtɹi
doubling	ˈdʌb.ə.lɪŋ|ˈdʌb.lɪŋ
doubly	ˈdʌb.li
doubrava	ˈdaʊ.bɹə.və
doubt	daʊt
doubted	ˈdaʊ.tɪd
doubter	ˈdaʊ.tɚ
doubters	ˈdaʊ.tɚz
doubtfire	ˈdaʊtˈfaɪ.ɚ
doubtfire's	ˈdaʊtˈfaɪ.ɚz
doubtfires	ˈdaʊtˈfaɪ.ɚz
doubtful	ˈdaʊt.fəl
doubting	ˈdaʊ.tɪŋ
doubtless	ˈdaʊt.ləs
doubts	daʊts
doucet	duˈsɛt
doucette	ˈduˈsɛt
douche	duʃ
doud	daʊd
doudna	ˈdaʊd.nə
douds	daʊdz
doug	dʌɡ
doug's	dʌɡz
dougal	ˈdu.ɡəl
dougall	ˈdaʊ.ɡəl|ˈdu.ɡəl
dougan	ˈdaʊ.ɡən|ˈdu.ɡən
dougans	ˈdaʊ.ɡən|ˈdu.ɡən
dougens	ˈdaʊ.ɡənz|ˈdu.ɡənz
douggins	ˈdu.ɡənz
dough	doʊ
doughboy	ˈdoʊˌbɔɪ
dougher	ˈdoʊ.ɚ
dougherty	ˈdoʊ.ɚ.ti|ˈdɑ.ɡɚ.ti
doughman	ˈdoʊ.mən
doughnut	ˈdoʊˌnʌt
doughnuts	ˈdoʊˌnʌts
doughten	ˈdɔ.tən
doughtie	ˈdɔ.ti
doughty	ˈdɔ.ti
doughy	ˈdoʊ.i
dougie	ˈdu.ɡi
dougie's	ˈdu.ɡiz
dougl	ˈdu.ɡəl
douglas	ˈdʌɡ.ləs
douglas'	ˈdʌɡ.ləs
douglas's	ˈdʌɡ.lə.sɪz
douglass	ˈdʌɡ.ləs
doukas	ˈdaʊ.kəz
doulton	ˈdoʊl.tən
douma	ˈdoʊ.mə
doupe	dup
dour	ˈdaʊ.ɚ|daʊɹ
douse	daʊs
doused	daʊst
dousing	ˈdaʊ.sɪŋ
douthat	ˈdaʊ.θət
douthett	ˈdaʊ.θɪt
douthit	duˈθɪt
douthitt	duˈθɪt
doutt	daʊt
douty	ˈdaʊ.ti
douville	duˈvɪl
douwe	du
dov	dɑv
dove	dʌv|doʊv
dovecote	ˈdʌvˌkoʊt
dovecotes	ˈdʌvˌkoʊts
dovel	doʊˈvɛl
dover	ˈdoʊ.vɚ
dover's	ˈdoʊ.vɚz
doverspike	dəˈvɝ.spɪk
doves	dʌvz
dovetail	ˈdʌvˌteɪl
dovetailed	ˈdʌvˌteɪld
dovetails	ˈdʌvˌteɪlz
dovey	dəˈveɪ
dovidio	doʊˈvi.di.oʊ
dovish	ˈdoʊ.vɪʃ|ˈdʌv.ɪʃ
dow	daʊ
dow's	daʊz
dowager	ˈdaʊ.ə.dʒɚ
dowd	daʊd
dowda	ˈdaʊ.də
dowdall	ˈdaʊ.dəl
dowdell	ˈdaʊ.dəl
dowden	ˈdaʊ.dən
dowding	ˈdaʊ.dɪŋ
dowdle	ˈdaʊ.dəl
dowds	daʊdz
dowdy	ˈdaʊ.di
dowe	daʊ
dowel	ˈdaʊ.əl
dowell	ˈdɑ.wɛl
dowels	ˈdaʊ.əlz
dowen	ˈdaʊ.ən
dower	daʊɹ
dowers	daʊɹz
dowie	ˈdaʊ.i
dowis	ˈdaʊ.ɪs
dowland	ˈdaʊ.lənd
dowlen	ˈdaʊ.lən
dowler	ˈdaʊ.lɚ
dowless	ˈdaʊ.ləs
dowling	ˈdaʊ.lɪŋ
down	daʊn
down's	daʊnz
downard	ˈdaʊ.nɚd
downbeat	daʊnˈbit
downcast	ˈdaʊnˌkæst
downdraft	ˈdaʊnˌdɹæft
downe	daʊn
downed	daʊnd
downen	ˈdaʊ.nən
downer	ˈdaʊ.nɚ
downers	ˈdaʊ.nɚz
downes	daʊnz
downes's	ˈdaʊn.zɪz
downey	ˈdaʊ.ni
downey's	ˈdaʊ.niz
downfall	ˈdaʊnˌfɔl
downgrade	ˈdaʊnˈɡɹeɪd
downgraded	ˈdaʊnˈɡɹeɪ.dəd
downgrades	ˈdaʊnˈɡɹeɪdz
downgrading	ˈdaʊnˈɡɹeɪ.dɪŋ
downgradings	ˈdaʊnˌɡɹeɪ.dɪŋz
downham	ˈdaʊn.həm
downhill	ˈdaʊnˈhɪl
downie	ˈdaʊ.ni
downing	ˈdaʊ.nɪŋ
downingtown	ˈdaʊ.nɪŋˌtaʊn
download	ˈdaʊnˌloʊd
downloaded	ˈdaʊnˌloʊ.dɪd
downloading	ˈdaʊnˌloʊ.dɪŋ
downloads	ˈdaʊnˌloʊdz
downpayment	ˌdaʊnˈpeɪ.mənt
downpayments	ˌdaʊnˈpeɪ.mənts
downplay	ˈdaʊnˌpleɪ
downplayed	ˈdaʊnˌpleɪd
downplaying	ˈdaʊnˌpleɪ.ɪŋ
downplays	ˈdaʊnˌpleɪz
downpour	ˈdaʊn.pɔɹ
downpours	ˈdaʊnˌpɔɹz
downrange	ˈdaʊnˈɹeɪndʒ
downright	ˈdaʊnˌɹaɪt
downriver	ˌdaʊnˈɹɪv.ɚ
downs	daʊnz
downscale	ˈdaʊnˌskeɪl
downside	ˈdaʊnˌsaɪd
downsides	ˈdaʊnˌsaɪdz
downsize	ˈdaʊnˌsaɪz
downsized	ˈdaʊnˌsaɪzd
downsizes	ˈdaʊnˌsaɪ.zɪz
downsizing	ˈdaʊnˌsaɪ.zɪŋ
downsizings	ˈdaʊnˌsaɪ.zɪŋz
downstage	ˈdaʊnˌsteɪdʒ
downstairs	ˈdaʊnˈstɛɹz
downstate	ˈdaʊnˌsteɪt
downstream	ˈdaʊnˈstɹim
downswing	ˈdaʊnˌswɪŋ
downtime	ˈdaʊnˌtaɪm
downtown	ˈdaʊnˈtaʊn
downtown's	ˈdaʊnˈtaʊnz
downtowns	ˈdaʊnˈtaʊnz
downtrend	ˈdaʊnˌtɹɛnd
downtrodden	ˌdaʊnˈtɹɑ.dən
downturn	ˈdaʊnˌtɝn
downturns	ˈdaʊnˌtɝnz
downum	ˈdaʊ.nəm
downvote	ˈdaʊnˈvoʊt
downvoted	ˈdaʊnˈvoʊ.tɪd
downvotes	ˈdaʊnˈvoʊts
downvoting	ˈdaʊnˈvoʊ.tɪŋ
downward	ˈdaʊn.wɚd
downwardly	ˈdaʊn.wɚd.li
downwards	ˈdaʊn.wɚdz
downwind	daʊnˈwɪnd
downy	ˈdaʊ.ni
dowry	ˈdaʊ.ɹi
dowse	daʊs
dowsing	ˈdaʊ.sɪŋ
dowsman	ˈdaʊz.mən
dowty	ˈdaʊ.ti
doxey	ˈdɑk.si
doxie	ˈdɑk.si
doxologies	dɑkˈsɑ.lə.dʒiz
doxology	dɑkˈsɑ.lə.dʒi
doxtater	ˈdɑk.steɪ.tɚ
doxy	ˈdɑk.si
doyal	dɔɪˈɑl
doyel	ˈdɔɪ.əl
doyen	ˈdɔɪ.ɪn
doyenne	ˌdɔɪˈɛn
doyle	dɔɪl
doyle's	dɔɪlz
doyon	ˈdɔɪ.ən
doze	doʊz
dozed	doʊzd
dozen	ˈdʌz.ən
dozens	ˈdʌz.ənz
dozes	ˈdoʊ.zɪz
dozier	ˈdoʊ.zi.ɚ
dozing	ˈdoʊ.zɪŋ
dqalpha	ˈdiˈkjuˈæl.fə
dr	dɹaɪv|ˈdɑk.tɚ
dr.	dɹaɪv|ˈdɑk.tɚ
drab	dɹæb
drabbed	dɹæbd
drabble	ˈdɹæb.əl
drabek	ˈdɹæb.ɪk
drabenstott	dɹəˈbɛn.stət
drabik	ˈdɹɑ.bɪk
drabinsky	dɹəˈbɪn.ski
drabkin	ˈdɹæbˌkɪn
drabs	dɹæbz
drace	dɹeɪs
drach	dɹætʃ
drachenberg	ˈdɹæk.ən.bɚɡ
drachma	ˈdɹæk.mə
drachmas	ˈdɹɑk.məz
drackett	ˈdɹæk.ɪt
draco	ˈdɹeɪ.koʊ|ˈdɹæk.oʊ
draconian	dɹeɪˈkoʊ.ni.ən|dɹəˈkoʊ.ni.ən
dracula	ˈdɹæk.ju.lə
draeger	ˈdɹɛɡ.ɚ
draffen	ˈdɹæf.ən
draft	dɹæft
draft's	dɹæfts
drafted	ˈdɹæf.tɪd
draftee	ˈdɹæfˈti
draftees	ˈdɹæfˈtiz
drafter	ˈdɹæf.tɚ
drafters	ˈdɹæf.tɚz
drafting	ˈdɹæf.tɪŋ
drafts	dɹæfts
draftsman	ˈdɹæft.smən
draftsmanship	ˈdɹæft.smənˌʃɪp
draftsmen	ˈdɹæft.smən
drafty	ˈdɹæf.ti
drag	dɹæɡ
dragan	ˈdɹɑ.ɡən
drage	dɹeɪdʒ
drager	ˈdɹeɪ.ɡɚ
dragged	dɹæɡd
dragging	ˈdɹæɡ.ɪŋ
draggy	ˈdɹæɡ.i
dragline	ˈdɹæɡˌlaɪn
dragnet	ˈdɹæɡˌnɛt
dragnets	ˈdɹæɡˌnɛts
drago	ˈdɹɑ.ɡoʊ
dragon	ˈdɹæɡ.ən
dragon's	ˈdɹæɡ.ənz
dragonair	ˈdɹæɡ.əˌnɛɹ
dragone	dɹəˈɡoʊn
dragonhead	ˈdɹæɡ.ənˌhɛd
dragonheart	ˈdɹæɡ.ənˌhɑɹt
dragons	ˈdɹæɡ.ənz
dragoo	ˈdɹɑ.ɡu
dragovich	ˈdɹæɡ.ə.vɪtʃ
drags	dɹæɡz
draheim	ˈdɹæh.aɪm
drahos	ˈdɹeɪ.hoʊz
drahuschak	ˈdɹæh.ə.ʃæk|dɹəˈhu.ʃək
drain	dɹeɪn
drainage	ˈdɹeɪ.nədʒ|ˈdɹeɪ.nɪdʒ
draine	dɹeɪn
drained	dɹeɪnd
drainer	ˈdɹeɪ.nɚ
drainers	ˈdɹeɪ.nɚz
draining	ˈdɹeɪ.nɪŋ
drains	dɹeɪnz
drake	dɹeɪk
drakeford	ˈdɹæk.fɔɹd
drakes	dɹeɪks
drakos	ˈdɹeɪ.koʊz
dralle	dɹeɪl
dram	dɹæm|ˈdiˌɹæm
drama	ˈdɹɑ.mə
dramamine	ˈdɹæm.əˌmin
dramas	ˈdɹɑ.məz
dramatic	dɹəˈmæt.ɪk
dramatically	dɹəˈmæt.ɪ.kli|dɹəˈmæt.ɪ.kə.li
dramatics	dɹəˈmæt.ɪks
dramatist	ˈdɹɑ.mə.tɪst
dramatization	ˌdɹæ.mə.təˈzeɪ.ʃən
dramatizations	ˌdɹæ.mə.təˈzeɪ.ʃənz
dramatize	ˈdɹɑ.məˌtaɪz|ˈdɹæm.əˌtaɪz
dramatized	ˈdɹæm.əˌtaɪzd
dramatizes	ˈdɹæm.əˌtaɪ.zɪz
dramatizing	ˈdɹæm.əˌtaɪ.zɪŋ
dramaturgy	ˈdɹɑ.mə.tɚ.dʒi
drams	dɹæmz|ˈdiˌɹæmz
drane	dɹeɪn
draney	ˈdɹeɪ.ni
drang	dɹæŋ
drank	dɹæŋk
dransfield	ˈdɹænˌsfild
drape	dɹeɪp
drapeau	dɹəˈpoʊ
draped	dɹeɪpt
draper	ˈdɹeɪ.pɚ
draperies	ˈdɹeɪ.pɚ.iz
drapery	ˈdɹeɪ.pɚ.i
drapes	dɹeɪps
draping	ˈdɹeɪ.pɪŋ
drapkin	ˈdɹæp.kɪn
drasner	ˈdɹæs.nɚ
drastic	ˈdɹæs.tɪk
drastically	ˈdɹæs.tɪ.kli
draughn	dɹɔn
draughon	ˈdɹɔ.ən
draught	dɹæft
draughts	dɹæfts
draus	dɹɔz
dravecky	dɹəˈvɛk.i
draves	dɹeɪvz
dravis	ˈdɹæv.ɪs
dravo	ˈdɹæv.oʊ
dravo's	ˈdɹæv.oʊz
